                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    304,                0.85928,                0.56511,                0.96043,                 0.8719,                0.83177,                0.86421,                0.58629,                 1.1318,                0.68405,                 1.0605,              0.0001563,              0.0001563,              0.0001563
                    305,                0.85338,                0.57468,                 0.9589,                0.89011,                0.83019,                0.88126,                  0.585,                 1.1435,                0.67864,                 1.0642,             0.00015475,             0.00015475,             0.00015475
                    306,                0.85095,                0.57431,                0.96487,                0.86339,                0.86308,                0.89445,                0.60021,                 1.1413,                0.68002,                 1.0651,              0.0001532,              0.0001532,              0.0001532
                    307,                0.85148,                0.56111,                0.95739,                0.83874,                0.85518,                0.85935,                0.58917,                 1.1399,                0.68086,                 1.0589,             0.00015166,             0.00015166,             0.00015166
                    308,                0.85177,                0.56611,                 0.9552,                0.86739,                0.82642,                0.86786,                0.59485,                 1.1409,                0.67142,                 1.0707,             0.00015011,             0.00015011,             0.00015011
                    309,                 0.8504,                 0.5693,                0.96378,                0.83915,                0.84253,                0.86144,                0.58653,                 1.1484,                 0.6823,                 1.0599,             0.00014856,             0.00014856,             0.00014856
                    310,                0.85238,                0.58282,                0.95715,                0.84965,                0.84105,                0.86762,                0.58971,                 1.1535,                0.68066,                 1.0748,             0.00014702,             0.00014702,             0.00014702
                    311,                0.84798,                0.56755,                0.95626,                0.86914,                0.82017,                0.85335,                0.58059,                 1.1328,                0.68989,                 1.0618,             0.00014547,             0.00014547,             0.00014547
                    312,                0.83376,                0.54654,                0.95828,                0.86035,                 0.8378,                 0.8728,                0.58406,                 1.1352,                0.68245,                 1.0709,             0.00014392,             0.00014392,             0.00014392
                    313,                0.85285,                 0.5643,                0.95591,                0.85963,                0.82869,                0.86194,                0.57676,                 1.1445,                0.66312,                   1.08,             0.00014237,             0.00014237,             0.00014237
                    314,                0.84544,                0.56112,                0.95869,                0.88659,                0.82908,                0.89558,                0.58836,                 1.1417,                 0.6608,                 1.0671,             0.00014083,             0.00014083,             0.00014083
                    315,                0.83487,                 0.5551,                0.94702,                0.86042,                0.86502,                0.89261,                0.58698,                 1.1488,                0.65807,                 1.0665,             0.00013928,             0.00013928,             0.00013928
                    316,                0.85392,                0.56351,                0.95386,                0.90726,                0.84666,                0.89419,                0.58722,                 1.1522,                0.66789,                 1.0626,             0.00013773,             0.00013773,             0.00013773
                    317,                0.84622,                0.56585,                0.95611,                0.90088,                0.85493,                0.90006,                0.59063,                  1.148,                0.65966,                 1.0644,             0.00013619,             0.00013619,             0.00013619
                    318,                 0.8563,                0.56147,                0.95555,                0.87273,                0.83311,                0.87795,                0.56828,                 1.1587,                0.67358,                 1.0729,             0.00013464,             0.00013464,             0.00013464
                    319,                 0.8442,                0.56084,                0.95124,                0.92543,                0.81433,                0.89238,                0.58867,                 1.1454,                0.66282,                 1.0741,             0.00013309,             0.00013309,             0.00013309
                    320,                0.83469,                0.55346,                0.95308,                0.87695,                0.85341,                0.87462,                0.58503,                 1.1474,                0.67267,                 1.0745,             0.00013155,             0.00013155,             0.00013155
                    321,                0.83003,                0.55505,                0.95139,                0.86958,                 0.8463,                0.87042,                0.57454,                 1.1491,                0.66582,                 1.0699,                0.00013,                0.00013,                0.00013
                    322,                0.85166,                 0.5611,                0.96074,                0.88992,                0.80983,                0.86725,                0.57601,                 1.1417,                0.69205,                 1.0648,             0.00012845,             0.00012845,             0.00012845
                    323,                0.82492,                0.55087,                0.95064,                0.86711,                0.81281,                0.86574,                0.57801,                 1.1476,                0.68066,                 1.0654,             0.00012691,             0.00012691,             0.00012691
                    324,                0.83668,                0.56005,                0.95348,                0.88622,                0.81634,                0.87137,                0.57415,                 1.1524,                0.67344,                 1.0624,             0.00012536,             0.00012536,             0.00012536
                    325,                0.83778,                0.56476,                0.95698,                0.90956,                0.80217,                0.86947,                0.57356,                  1.156,                0.66882,                 1.0747,             0.00012381,             0.00012381,             0.00012381
                    326,                0.80939,                0.54411,                 0.9464,                0.88731,                0.80187,                  0.853,                0.57417,                 1.1673,                0.66372,                 1.0851,             0.00012227,             0.00012227,             0.00012227
                    327,                0.81773,                0.53906,                0.94796,                0.89595,                0.80517,                0.86511,                0.57254,                 1.1529,                 0.6578,                 1.0657,             0.00012072,             0.00012072,             0.00012072
                    328,                0.82901,                0.55845,                0.95952,                0.86343,                0.82316,                0.88077,                0.58368,                 1.1446,                0.65401,                 1.0631,             0.00011917,             0.00011917,             0.00011917
                    329,                0.84039,                0.56006,                0.95491,                0.91025,                 0.8029,                0.87863,                0.58948,                 1.1339,                0.66294,                 1.0733,             0.00011763,             0.00011763,             0.00011763
                    330,                0.83031,                0.54866,                0.94465,                0.91783,                0.79645,                0.88223,                0.58289,                 1.1354,                 0.6546,                 1.0764,             0.00011608,             0.00011608,             0.00011608
                    331,                0.83804,                0.55735,                0.96527,                0.86508,                0.81504,                0.86312,                0.58621,                 1.1432,                0.65327,                 1.0851,             0.00011453,             0.00011453,             0.00011453
                    332,                0.80692,                0.53071,                0.94697,                0.89706,                0.81899,                0.88939,                0.58023,                 1.1408,                0.64866,                 1.0736,             0.00011298,             0.00011298,             0.00011298
                    333,                0.82924,                0.55171,                0.95168,                0.86176,                0.85042,                0.89083,                0.59498,                 1.1333,                0.65277,                 1.0701,             0.00011144,             0.00011144,             0.00011144
                    334,                0.82839,                0.57028,                0.95022,                0.86233,                0.84854,                0.88706,                0.59264,                 1.1414,                0.66473,                 1.0805,             0.00010989,             0.00010989,             0.00010989
                    335,                0.81562,                0.55308,                0.94222,                0.87152,                0.83707,                0.88847,                0.59048,                 1.1312,                0.65694,                 1.0779,             0.00010834,             0.00010834,             0.00010834
                    336,                0.82071,                0.54091,                0.95159,                0.85268,                0.81563,                 0.8708,                0.59109,                 1.1379,                0.66859,                 1.0817,              0.0001068,              0.0001068,              0.0001068
                    337,                0.81721,                0.54744,                0.95006,                0.86718,                0.85926,                0.89558,                0.60177,                  1.146,                0.66156,                 1.0788,             0.00010525,             0.00010525,             0.00010525
                    338,                0.82003,                0.54882,                0.94698,                0.88824,                0.80975,                0.87052,                0.59608,                 1.1306,                0.66132,                 1.0786,              0.0001037,              0.0001037,              0.0001037
                    339,                0.82461,                0.55265,                0.95028,                 0.8933,                 0.8268,                0.86533,                0.59508,                 1.1297,                0.66665,                  1.086,             0.00010216,             0.00010216,             0.00010216
                    340,                 0.8217,                0.54733,                0.94688,                0.89973,                0.82502,                0.88655,                0.59844,                 1.1432,                0.66257,                 1.0899,             0.00010061,             0.00010061,             0.00010061
                    341,                0.81225,                0.53886,                0.95135,                0.91295,                0.82743,                0.89249,                0.59128,                 1.1302,                0.65693,                 1.0775,             9.9063e-05,             9.9063e-05,             9.9063e-05
                    342,                0.82756,                0.55352,                0.95447,                0.89645,                0.83138,                 0.8909,                0.60401,                 1.1346,                0.65678,                 1.0789,             9.7516e-05,             9.7516e-05,             9.7516e-05
                    343,                0.82765,                0.54271,                0.95307,                0.91713,                0.81701,                0.89737,                0.60794,                 1.1373,                0.65244,                 1.0834,             9.5969e-05,             9.5969e-05,             9.5969e-05
                    344,                0.80537,                0.54689,                0.95142,                 0.9209,                0.81222,                0.89476,                0.59465,                 1.1283,                0.65369,                 1.0727,             9.4422e-05,             9.4422e-05,             9.4422e-05
                    345,                0.78654,                0.53518,                0.94093,                0.93895,                0.81462,                0.89383,                0.59849,                 1.1412,                0.65738,                 1.0818,             9.2875e-05,             9.2875e-05,             9.2875e-05
                    346,                0.80852,                0.54232,                0.94556,                0.91898,                0.80694,                0.86814,                0.59065,                 1.1551,                0.65132,                 1.0845,             9.1328e-05,             9.1328e-05,             9.1328e-05
                    347,                 0.8158,                0.54798,                0.94878,                0.91019,                0.83172,                 0.8865,                0.60279,                 1.1428,                0.64582,                 1.0704,             8.9781e-05,             8.9781e-05,             8.9781e-05
                    348,                0.81864,                 0.5472,                  0.957,                0.91002,                0.82236,                0.88929,                0.58508,                 1.1492,                0.66313,                  1.074,             8.8234e-05,             8.8234e-05,             8.8234e-05
                    349,                0.79816,                0.53586,                0.94529,                0.90473,                0.82254,                0.88472,                0.58719,                  1.141,                0.65077,                 1.0776,             8.6688e-05,             8.6688e-05,             8.6688e-05
                    350,                0.80501,                0.53496,                0.95803,                0.92324,                 0.8187,                0.88861,                0.59426,                 1.1324,                0.65459,                 1.0697,             8.5141e-05,             8.5141e-05,             8.5141e-05
                    351,                0.79973,                0.52513,                0.94626,                0.90187,                 0.8354,                 0.8939,                0.59191,                 1.1405,                0.65542,                 1.0792,             8.3594e-05,             8.3594e-05,             8.3594e-05
                    352,                0.80682,                0.53457,                0.93936,                0.89619,                0.83046,                0.89308,                0.59279,                 1.1339,                0.66462,                 1.0667,             8.2047e-05,             8.2047e-05,             8.2047e-05
                    353,                0.79807,                0.53267,                0.95278,                0.91639,                0.82393,                0.89298,                0.58727,                  1.152,                0.66893,                 1.0723,               8.05e-05,               8.05e-05,               8.05e-05
                    354,                0.78307,                0.53541,                 0.9425,                 0.9031,                0.81576,                0.89184,                0.59276,                 1.1426,                 0.6691,                 1.0678,             7.8953e-05,             7.8953e-05,             7.8953e-05
                    355,                0.81429,                0.54625,                0.95001,                 0.8975,                0.78429,                0.86504,                0.58586,                 1.1392,                0.67069,                 1.0786,             7.7406e-05,             7.7406e-05,             7.7406e-05
                    356,                0.80261,                0.53572,                 0.9477,                0.91438,                0.80979,                0.88823,                 0.5888,                 1.1469,                0.67337,                 1.0751,             7.5859e-05,             7.5859e-05,             7.5859e-05
                    357,                0.80238,                0.53332,                0.94291,                0.90523,                0.81656,                0.89073,                0.58778,                 1.1501,                0.67848,                  1.074,             7.4312e-05,             7.4312e-05,             7.4312e-05
                    358,                0.80668,                0.53943,                0.94847,                0.87732,                0.80453,                0.86422,                0.58794,                 1.1535,                  0.682,                 1.0847,             7.2766e-05,             7.2766e-05,             7.2766e-05
                    359,                0.78556,                0.52448,                0.93317,                0.87602,                0.82755,                0.86878,                0.58664,                 1.1378,                0.67309,                 1.0676,             7.1219e-05,             7.1219e-05,             7.1219e-05
                    360,                0.79856,                0.52357,                0.94079,                0.88942,                0.83813,                0.89571,                0.59038,                  1.138,                0.67179,                 1.0656,             6.9672e-05,             6.9672e-05,             6.9672e-05
                    361,                0.80578,                0.54508,                0.95224,                0.87026,                0.81711,                0.85804,                0.59887,                 1.1233,                0.67347,                 1.0631,             6.8125e-05,             6.8125e-05,             6.8125e-05
                    362,                0.78364,                0.52046,                0.94616,                0.88524,                 0.8261,                0.87809,                0.58889,                 1.1287,                0.67753,                 1.0691,             6.6578e-05,             6.6578e-05,             6.6578e-05
                    363,                0.81961,                0.54847,                0.94497,                0.88583,                0.82873,                0.89055,                0.59478,                 1.1326,                0.67116,                 1.0744,             6.5031e-05,             6.5031e-05,             6.5031e-05
                    364,                0.80173,                0.54447,                0.94539,                0.88667,                0.83706,                0.88148,                0.59215,                 1.1319,                0.67067,                 1.0746,             6.3484e-05,             6.3484e-05,             6.3484e-05
                    365,                0.78578,                0.53237,                0.93895,                0.91805,                0.81716,                0.89243,                0.59729,                 1.1306,                0.67726,                 1.0667,             6.1937e-05,             6.1937e-05,             6.1937e-05
                    366,                0.79231,                0.53232,                   0.94,                 0.8998,                 0.8369,                0.88927,                 0.5966,                 1.1306,                 0.6773,                 1.0622,             6.0391e-05,             6.0391e-05,             6.0391e-05
                    367,                0.80518,                 0.5275,                0.94721,                0.90817,                0.84096,                0.89544,                0.59723,                 1.1272,                0.67679,                 1.0613,             5.8844e-05,             5.8844e-05,             5.8844e-05
                    368,                0.79589,                0.53611,                0.94187,                0.91826,                 0.8392,                0.89608,                0.59649,                 1.1302,                0.66698,                 1.0653,             5.7297e-05,             5.7297e-05,             5.7297e-05
                    369,                0.79964,                0.54279,                0.94643,                 0.9151,                0.83089,                0.89869,                0.59939,                 1.1347,                0.66803,                 1.0742,              5.575e-05,              5.575e-05,              5.575e-05
                    370,                0.80739,                0.53423,                0.94434,                0.90207,                0.83894,                 0.8919,                0.59634,                 1.1343,                0.66865,                 1.0748,             5.4203e-05,             5.4203e-05,             5.4203e-05
                    371,                0.79183,                0.52632,                0.94331,                0.90471,                0.83011,                0.89357,                0.59628,                 1.1251,                 0.6689,                 1.0701,             5.2656e-05,             5.2656e-05,             5.2656e-05
                    372,                0.81467,                 0.5408,                0.95332,                0.90822,                0.83652,                0.89582,                0.60905,                 1.1193,                0.66636,                 1.0594,             5.1109e-05,             5.1109e-05,             5.1109e-05
                    373,                0.78077,                0.52483,                0.94493,                0.88755,                0.83717,                0.88128,                0.59546,                 1.1265,                0.66772,                 1.0645,             4.9562e-05,             4.9562e-05,             4.9562e-05
                    374,                0.77161,                0.51478,                0.94953,                0.91084,                0.84126,                0.89066,                 0.6046,                 1.1218,                0.66549,                  1.069,             4.8016e-05,             4.8016e-05,             4.8016e-05
                    375,                0.79827,                 0.5417,                0.94386,                0.91788,                0.82981,                0.89244,                0.60068,                  1.124,                0.66312,                 1.0706,             4.6469e-05,             4.6469e-05,             4.6469e-05
                    376,                 0.7744,                0.52545,                0.95013,                0.91577,                0.83619,                0.89124,                0.59666,                 1.1255,                 0.6669,                 1.0718,             4.4922e-05,             4.4922e-05,             4.4922e-05
                    377,                  0.775,                0.52458,                 0.9371,                 0.9118,                0.82805,                0.89593,                0.60135,                 1.1234,                0.66622,                 1.0729,             4.3375e-05,             4.3375e-05,             4.3375e-05
                    378,                0.79302,                0.53248,                0.94393,                0.90678,                0.82799,                0.89102,                0.60336,                 1.1203,                0.67292,                 1.0715,             4.1828e-05,             4.1828e-05,             4.1828e-05
                    379,                0.77658,                0.52176,                 0.9428,                 0.9147,                0.83872,                0.88986,                0.60353,                 1.1205,                0.67321,                 1.0678,             4.0281e-05,             4.0281e-05,             4.0281e-05
                    380,                0.79931,                0.53318,                0.94161,                0.89916,                0.83082,                0.88501,                0.59884,                 1.1311,                0.67529,                 1.0774,             3.8734e-05,             3.8734e-05,             3.8734e-05
                    381,                0.77252,                0.52032,                 0.9325,                0.90301,                 0.8381,                0.88724,                0.60332,                 1.1282,                0.67893,                 1.0732,             3.7188e-05,             3.7188e-05,             3.7188e-05
                    382,                0.79491,                0.53149,                0.94578,                   0.89,                0.84455,                0.88739,                0.60188,                 1.1243,                0.67804,                  1.075,             3.5641e-05,             3.5641e-05,             3.5641e-05
                    383,                0.77079,                0.51611,                0.93765,                0.90505,                0.83774,                0.89515,                0.60233,                 1.1241,                0.67739,                 1.0746,             3.4094e-05,             3.4094e-05,             3.4094e-05
                    384,                0.78158,                0.51935,                0.93584,                0.89534,                0.83598,                0.88368,                0.60242,                 1.1261,                0.67881,                 1.0761,             3.2547e-05,             3.2547e-05,             3.2547e-05
                    385,                 0.7776,                 0.5135,                0.93441,                0.90886,                0.82874,                0.88476,                0.60667,                 1.1243,                0.67877,                 1.0731,                3.1e-05,                3.1e-05,                3.1e-05
                    386,                0.78093,                0.52761,                0.93584,                0.91739,                0.81937,                0.88772,                0.60561,                 1.1279,                 0.6779,                 1.0748,             2.9453e-05,             2.9453e-05,             2.9453e-05
                    387,                0.77408,                0.52294,                0.93952,                0.92861,                0.82148,                0.89644,                0.60315,                  1.131,                0.67852,                  1.075,             2.7906e-05,             2.7906e-05,             2.7906e-05
                    388,                0.78418,                0.52437,                0.93912,                0.92345,                 0.8264,                0.89508,                0.59914,                 1.1274,                0.67437,                  1.073,             2.6359e-05,             2.6359e-05,             2.6359e-05
                    389,                 0.7942,                 0.5233,                0.94038,                0.91161,                0.83019,                0.89369,                0.60348,                  1.125,                0.68057,                 1.0732,             2.4813e-05,             2.4813e-05,             2.4813e-05
                    390,                0.79336,                 0.5272,                0.94704,                0.90432,                0.83666,                0.89312,                0.59547,                 1.1259,                0.68307,                 1.0723,             2.3266e-05,             2.3266e-05,             2.3266e-05
                    391,                0.78437,                0.53757,                0.91159,                0.90345,                0.83923,                0.89425,                0.58668,                 1.1276,                0.68128,                   1.08,             2.1719e-05,             2.1719e-05,             2.1719e-05
                    392,                0.77217,                0.52419,                0.92092,                0.87389,                0.83883,                0.87622,                0.58469,                 1.1199,                0.68558,                  1.077,             2.0172e-05,             2.0172e-05,             2.0172e-05
                    393,                0.76343,                0.52187,                0.91743,                0.91344,                0.81904,                0.88829,                0.58466,                 1.1265,                0.68569,                 1.0902,             1.8625e-05,             1.8625e-05,             1.8625e-05
                    394,                0.77665,                0.51816,                0.90893,                0.90514,                0.81816,                 0.8849,                0.58731,                 1.1247,                0.69091,                 1.0831,             1.7078e-05,             1.7078e-05,             1.7078e-05
                    395,                0.77395,                0.51598,                0.90253,                0.89747,                0.83792,                0.88705,                0.59155,                 1.1225,                0.69609,                 1.0812,             1.5531e-05,             1.5531e-05,             1.5531e-05
                    396,                0.75016,                0.50152,                0.89957,                0.91642,                0.81111,                0.88317,                0.58839,                 1.1269,                 0.6932,                 1.0803,             1.3984e-05,             1.3984e-05,             1.3984e-05
                    397,                0.77197,                0.52572,                0.91084,                0.92152,                  0.814,                0.88935,                0.59132,                 1.1284,                0.69253,                 1.0844,             1.2438e-05,             1.2438e-05,             1.2438e-05
                    398,                0.75055,                0.50317,                0.91438,                0.90489,                0.82829,                0.88977,                 0.5953,                 1.1209,                0.69256,                 1.0832,             1.0891e-05,             1.0891e-05,             1.0891e-05
                    399,                0.73944,                0.50492,                0.90786,                0.89565,                0.82821,                 0.8869,                0.59581,                 1.1208,                0.68601,                  1.083,             9.3438e-06,             9.3438e-06,             9.3438e-06
                    400,                0.75294,                0.51191,                0.91525,                0.92396,                0.81773,                0.88814,                 0.5933,                 1.1221,                0.68352,                 1.0825,             7.7969e-06,             7.7969e-06,             7.7969e-06
